Genus,HS01_ave,HS03_ave,HS05_ave,HS09_ave,HS13_ave,HS15_ave,HS17_ave,HS19_ave,JW01,JW02,JW03,JW04,JW05,JW06,JW07,JW08,JW09,JW10,JW11,JW12,JW13,JW14,JW15,JW16,JW17,JW18,JW19,JW20,LZ01,LZ02_ave,LZ03,LZ04_ave,LZ05,LZ06_ave,LZ10,LZ11_ave,LZ13,LZ14_ave,LZ16,LZ17_ave,QZ01,QZ02,QZ03,QZ04,QZ05,QZ06,QZ07,QZ08,QZ09,YZ01,YZ02,YZ03,YZ04_ave,YZ05,YZ06_ave,YZ09,YZ10,YZ11,YZ12,YZ13,YZ14,YZ15,YZ16,YZ17,YZ18,YZ19,YZ20,YZ21,YZ22_ave,YZ24,YZ25,YZ26,YZ27,YZ28,YZ29_ave,YZ32_ave,YZ33_ave,MG01,MG02,MG03,MG04,MG05,MG06,MG07,MG08,MG09,MG10,MG11,MG12,MG13,MG14,MG15,AM01,AM02,AM03,AM04,AM05,AM06,AM07,AM08,AM09
Spiribacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039319108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirochaeta,0,0,0,0,0,0,0,0,0,0,0,0,0.002818791,0,0,0,0,0,0,0,0,0,0.010574417,0.042072196,0.049074157,0,0,0.027853507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000351344,0.010380548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spongiimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001204609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spongiispira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001979035,0.006376602,0.005754468,0.007775492,0.012028086,0.005523267,0,0,0,0,0,0,0,0.000288349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spongitalea,0.334910202,0.020927945,0.00197569,0.014052946,0.078380683,0,0.730303524,0.112741289,0.012549909,0.005620455,0.010735757,0,0,0,0,0.002751385,0,0,0,0,0,0,0,0,0,0,0,0,0.099086365,0.008978896,0.095213232,0.063493374,0.027095376,0.000455579,0.011593195,0,0,0,0,0,0,0.640920794,0,0.145690273,0.327499744,0,0,4.060223841,4.582980426,0.035467281,0.056273932,0.049405679,0.018490108,0.029352931,0.031483128,0.025633246,0.014882007,0.03066676,0,0,0.018829263,0.038984712,0.013547465,0,0.018421295,0.016112511,0,0.02255266,0.012988308,0.009493183,0.019800755,0.097379034,0,0,0,0,0.009227154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021609114,0,0,0,0,0
Sporacetigenium,0,0,0,0,0,0,0.012216973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003870768,0.00071591,0.020288091,0.02570375,0.034723187,0.017847347,0.020027114,0.010989165,0,0,0,0,0,0,0,0,0.001861487,0.00886682,0.017126849,0.021312254,0,0.019568621,0.010898006,0.027725756,0.029055347,0.00968424,0.042671218,0.107481937,0.0897159,0.047413839,0.032637076,0.036282316,0.030465988,0.03452681,0.063998277,0.111259792,0.049105295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241814594,0.025955599,0.081355608,0.600068484,0.081622288,0.243337651,0.258166729,0.062770604,0.073431377
Sporanaerobacter,0.003139783,0,0.004390423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361835258,0,0.7582873,0,0,0.600325138,0.703486736,0,0,0.005911214,0.003670039,0.004843694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037041731,0,0,0,0,0,0,0,0,0,0,0,0,0.243520612,0,0.033700833,0,0,0,0,0,0,0,0,0,0
Sporobacter,0.013605727,0.001569596,0.001097606,0.014511194,0,0.00249847,0,0,0.269125829,0.035452101,0.123205595,0.038200508,0.011275165,0.049975012,0.061640003,0.044939286,0.067668919,0.040654873,0.03005153,0.093779053,0.081770372,0.056140256,0.030967937,0.073626343,0.015897262,0.053832581,0.067563417,0.048110604,0.180686902,0.113732685,0.130534269,0.024584325,0.091608175,0.04152278,0.136220039,0.10508298,0.044445679,0.063365378,0,0.00031656,0.008571394,0.004846282,0.006367703,0,0.064330307,0.07174839,0.066511473,0.003553029,0,0.031033871,0.165151756,0.146279559,0,0.038050096,0.092279873,0,0.002126001,0.168936186,0.019202048,0,0.007753226,0.104310445,0,0,0.009919159,0,0.008971721,0.030070214,0.030766323,0.007119887,0,0.00183734,0,0,0,0.007001791,0.08943611,0,0,0.097571552,0.257731959,0.268456376,0.60961313,0.568780282,0,0,0,0,0.191337624,0.119371311,0.24553464,0,0.005470918,0.044989704,0.00997005,0,0.012334035,0.018553604,0,0,0
Sporolactobacillus,0,0,0,0,0.141635269,0.019987757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004818437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sporolituus,0.025118265,0.020927945,0.045001833,0.0259674,0,0,0.043438128,0,0.009296229,0.084739168,0.069015582,0.059533259,0.006201341,0.003844232,0.004741539,0.067867493,0.002255631,0,0,0.00323376,0,0,0,0.002804813,0,0,0,0,0.304544858,0.186072094,0.15817682,0.237971103,0.100639967,0.172143812,0.026084688,0.164617402,0.184727354,0.245923802,0.200271136,0.219873747,0,0,0,0,0,0.00363283,0,0.005329543,0.00558446,0,0.02691362,0.017437298,0.008628717,0.006522874,0.007265337,0.058590276,0.062362696,0.050573253,0.074674632,0.081805697,0.097469126,0.027394662,0.080053205,0.050135564,0.081478805,0.092071494,0.08194172,0.02104915,0.019245133,0.010679831,0.012375472,0.008268031,0.021098058,0.00746213,0.011292311,0.024092183,0.006920365,0,0.074747726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00797604,0.005651615,0,0.041032009,0.1695117,0.017394264,0.600648362
Sporomusa,0,0.006278384,0,0,0,0.263588552,0.021719064,0.012188247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045092618,0.063114906,0.008268031,0,0.097007686,0.007528207,0.011443787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000455579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000706352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starkeya,0.010465944,0.00366239,0,0,0,0.011243114,0,0,0,0.002161713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008370039,0,0,0,0.005971219,0.006645622,0,0,0,0,0,0,0,0,0,0,0.006430691,0,0,0,0.007829959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stella,0.012035835,0.008894377,0.004390423,0.010692459,0,0,0,0,0.00325368,0.003891084,0.003578586,0.001984442,0,0,0,0,0,0.007691462,0,0,0,0,0,0.00420722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001816415,0,0,0,0,0,0,0,0,0.000201815,0,0.00708667,0.003766093,0.011378992,0.011942437,0.018829263,0,0.002463176,0,0,0.004028128,0,0.013531596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stenotrophobacter,0,0,0.002195211,0.000458248,0.006875498,0,0,0.03199415,0.025099818,0.016429022,0.023516421,0.006449436,0.010147648,0,0.003793231,0,0,0,0.003535474,0.00242532,0,0,0.001510631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001150894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stenotrophobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010606422,0,0,0,0.002265947,0.007012033,0,0,0,0.005064274,0,0,0,0,0,0.008395672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041378495,0.052603893,0.154998208,0.066821196,0.326143677,0.260946694,0.03086452,0,0.053801333,0.03982647,0.0191079,0.022152074,0.03687743,0.102221784,0.046177493,0.068725601,0.066176386,0.04665295,0.046608832,0.049925155,0.059332392,0.063114906,0.045933507,0,0.010660185,0,0.073857598,0.154650942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006648958,0,0,0,0,0
Stenotrophomonas,0.01674551,0.024590335,0,0.139918462,0.081130882,0.07995103,0,0.041135335,0.037649727,0.019887764,0.040386896,0.003968884,0,0.02306539,0.028449232,0.05869621,0.037217905,0.03186463,0,0.037188245,0,0,0,0,0,0,0,0,0.22148717,1.253826619,0.030713946,0.034327719,0.010322048,0.184965109,0,0.077489248,0.01111142,0.007148665,0,0,0.001836727,0.003634711,0.005837061,0.001898245,0,0,0,0.024871203,0.026060815,0,0.009786771,0,0.002362625,0.005435728,0,0.009939422,0.010630005,0.122129026,0.013512552,0.008956828,0,0.067433015,0,0,0,0,0,0,0.010356126,0,0,0.012861382,0.091105251,0.010660185,0,0.018069137,0.02066498,0,0,0.075888985,0,0,0,0,0.132275132,0,0,0,0,0,0,0,0,0,0.003190416,0.00631651,0,0.003924801,0.004514839,0.019284945,0.036546492
Steroidobacter,0.001569892,0.002615993,0,0,0,0,0,0,0.012085098,0.011673253,0.009202078,0.006449436,0.00958389,0.003844232,0,0,0.003383446,0,0,0,0,0,0,0,0,0,0,0,0.017485829,0.010842441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004510532,0,0,0,0,0,0,0,0.001806914,0.011533942,0,0,0.130095403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sterolibacterium,0.017792104,0.037147103,0,0,0.009625698,0,0,0,0,0,0,0,0.014657714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274909437,0.008694896,0.325958835,0.020833912,0.016339806,0.016946019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000975867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020934016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stomatobaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001627068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00443341,0.008563424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003011523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptobacillus,0.004709675,0.001046397,0,0,0,0,0,0,0.001859246,0.001297028,0,0,0,0,0,0,0,0,0.001767737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003839881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032511675,0.008563424,0.025187209,0.014792086,0.021742912,0.09238078,0.039757687,0.017716675,0.326036079,0.011378992,0.003582731,0.011076037,0.070593937,0.064658358,0.015832283,0.019129806,0.082864344,0.026915163,0.12930192,0.032017688,0,0,0,0,0,0,0.000175672,0.087129322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus,0,0,0,0,0,0,0,0,0.005577737,0.003891084,0.006134718,0.004961105,0,0.024987506,0.033190771,0.03760226,0.043984797,0.016481705,0,0.014551922,0,0.009469441,0.010574417,0,0.004147112,0.007476747,0.003071064,0,0.004371457,0,0,0.010840332,0.00645128,0.000780993,0.014491493,0.009071912,0.018056057,0.000243152,0,0,0.009183636,0.009692564,0.019633751,0,0,0.01453132,0.016201513,2.128264345,1.497566106,0,0,0.011624866,0.008628717,0.022830057,0.02663957,0.008370039,0.004252002,0.053801333,0,0,0,0.020019176,0.017858023,0,0,0.013235277,0,0.018042128,0.000431505,0,0,0,0,0,0,0,0.020857212,0,0,0.108412836,0,0,0,0,0,0.065541537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptohalobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003555935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subdoligranulum,0,0,0,0,0,0,0,0,0,0,0,0.005953326,0,0,0.015172924,0.025679592,0.012405968,0,0,0,0,0,0,0,0,0.017196519,0.015355322,0,0,0,0,0,0.0322564,0,0,0,0,0.028011096,0,0,0.007346909,0.007875208,0,0,0.00584821,0.012714905,0.009379823,0.004441286,0.00279223,0,0,0.004843694,0,0,0,0,0,0.00645616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019876051,0.018454308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subsaxibacter,0.021455185,0.003139192,0,0,0.002750199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subtercola,0.213505254,0.025113534,0.064758735,0.049643559,0.060504387,0.788267186,0.396372916,0.339747399,0.032536801,0.035452101,0.024538874,0.018356088,0.017476505,0.02306539,0.021811078,0.025679592,0.022556306,0.024173168,0.008838685,0.004850641,0,0.005411109,0.007553155,0.010518049,0,0,0,0,0.029143049,0,0.010749881,0,0.00645128,0.006508273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042817122,0.020343515,0,0,0.00040363,0.04341958,0.061654029,0.046269147,0.071829884,0.042992775,0.034335715,0.070593937,0.027710725,0.032983924,0.02125534,0.020716086,0.017345328,0,0.026753324,0,0.042076604,0.047770847,0.052745145,0.055432963,0.021643596,0.008758512,0.046135769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Succiniclasticum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001150894,0,0,8.6301E-05,0,0,0.00183734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00287308,0,0
Succinispira,0.006279566,0.008371178,0.427407653,0.128462256,0,0.20112681,0,0.127976599,0.007436983,0,0.003067359,0,0.001127516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004065915,0,0,0,0.003254136,0.007245747,0,0,0,0,0,0,0.016961987,0,0.014711396,0.010234367,0,0,0,0.003722974,0,0.011010117,0.015499821,0.011915847,0.013045747,0.047628321,0.03923456,0.01417334,0.05326332,0.013512552,0,0.006645622,0.009482768,0.064042564,0.062009776,0.042510681,0.03452681,0.035886885,0.025559682,0.006386277,0.041532674,0.147268115,0.188327377,0,0.094875649,0.071792435,0.020478355,0.0599765,0,0,0,0.039651071,0,0,0,0,0,0,0,0,0,0,0,0.135314049,0.047758301,0.084147222,0.004321823,0.038453167,0.058872012,0.051715434,0.060501787,0.006091082
Succinivibrio,0,0.003139192,0,0,0,0,0,0,0,0,0,0,0.003946308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003698022,0.003261437,0.006054448,0.003138765,0,0.006994173,0,0,0,0.007375486,0.003694763,0.001319357,0,0.003452681,0.001794344,0.010524575,0,0.030852844,0.054452076,0.063388239,0.002877008,0.051168889,0.021545572,0,0.00807376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007743094,0,0.012495884,0,0.001511985,0,0.016096654,0,0.000723566,0,0,0,0,0,0,0,0.002664772,0,0,0,0,0,0,0,0,0,0,0.004978309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfuricaulis,0.001569892,0.003139192,0,0,0,0,0,0,0,0,0,0,0,0,0.002844923,0,0,0,0,0,0,0.002705555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001705422,0,0,0,0,0,0.000256807,0,0,0,0.003543335,0,0,0,0,0,0,0,0.003542557,0,0,0,0,0,0,0,0,0.002132037,0,7.52881E-05,0.016483926,0,0,0,0,0,0,0,0,0.065541537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfuricella,0.094193494,0.554067346,0,0.042006089,0.050878689,0.122425015,0.013574415,0.620077091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023249731,0,0,0,0,0.01417334,0.038198947,0.073963445,0.022690631,0.031012904,0,0,0,0,0,0.052035983,0.013531596,0.026925927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfuricurvum,0.053376313,0.058075048,0,0,0,0,0.058369984,0.018282371,1.113688232,0.139214347,0.544967486,1.233330687,0.211973097,0.135509168,0.216214166,0.060530467,0.709395829,0.37358532,0.043309557,0.066292089,0.041315556,0.472119261,0.125382378,0.044175806,0.053221269,0.080748871,0.111326086,0.220295922,0.00582861,0.082447726,0.021499762,0.026326521,0.245148637,0.064171568,0.004347448,0.065015369,0.004166782,0,0,0,0,0.005452067,0,0,0,0,0,0,0,0.768457764,7.391458596,3.407054356,1.928723715,5.658592799,2.206593899,0.108287385,0.165828077,0.453007226,0.21122253,0.102704962,0.078639863,4.815138712,0.046184541,0.037601673,0.128240554,0.41086904,0.22070434,0.499165552,4.511516659,0.618243524,0.387352268,0.00183734,0.991608727,0.017056296,0.043326401,0.168042974,0.21996189,0.347171995,1.5572443,1.420208153,0,0,0,0,0.42989418,0.393249222,0.049067713,0,0,0,0.009628809,0,0,0,0,0.011635677,0,0,0,0.110415761,0.05008223
Sulfuriflexus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004535956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfurimonas,0.363168251,0.102546931,0,0,0,0,0,0,0.012549909,0.005620455,0.011246984,0.006945547,0.00958389,0,0,0,0.004511261,0,0,0,0,0,0,0,0,0,0,0,0.531860638,0.295964749,1.31148548,0.615769586,0.908340215,0.255124288,0.055067675,0.086687158,0.273618712,0.108688886,0.089351738,0.026274506,0,0,0,0,0,0,0,0,0,0.005911214,0.024466927,0.154029469,0.012275377,0.157636111,0.016952453,0.200357819,0.010630005,0.007532187,0.017068487,0.002388487,0,0.066379374,0.010468496,0.009895177,0.004251068,0.102429537,0.008373606,0.015035107,0.012427351,2.881180952,1.291999257,0.012861382,1.245744426,0.0287825,0.024466674,0.030717533,0.017348971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049157702,0.090012656
Sulfurisoma,0.038200695,0.037670301,0,0,0,0,0,0,0,0,0,0,0.054120791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073600902,0,0,0.007846912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038547492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfuritalea,0.024071671,0,0,0,0,0,0,0,0.052988505,0.04971941,0.047032841,0,0,0,0.016121232,0,0,0,0,0,0,0,0.015861626,0.009115642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022167051,0,0.013562343,0,0,0,0.042373325,0.071575367,0.015602387,0.079652941,0.075834478,0.055380185,0.034770148,0.019705404,0.026387139,0.031174499,0.036828597,0.032298196,0,0.013462963,0,0,0,0.025893071,0,0,0.223454995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfuritortus,0,0,0,0,0,0,0,0,0.006042549,0.007349826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfurivermis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001692151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006163369,0.004348582,0.008425773,0,0,0.007532187,0,0.001791366,0,0,0,0,0,0.002877234,0.010766065,0,0,0,0,0.00275601,0,0,0,0.011569267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfurivirga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002392459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfurospirillum,0.058085988,0.002092795,0,0,0,0,0,0,0.065538414,0.075227628,0.055723692,0.028774409,0,0.112443778,0.056898465,0.079790161,0.113909346,0.010987804,0.034470872,0.022636323,0.02237926,0.032466654,0,0.019633691,0.017279633,0.019439543,0.015355322,0.005064274,0,0.006945939,0.018428367,0.003097238,0.005161024,0.021607465,0,0.016757837,0.008333565,0.015172677,0.023108208,0,0,0.023019839,0,0,0.002924105,0,0,0,0,0.122657682,0.18717199,0.120123611,0.301851014,0.27613498,1.104533066,0.140198161,0.06378003,0.317965879,0.111656354,0.016719412,0.039873733,0.315038616,0.097911227,0.063988812,0.056680908,0.435613254,0.102875736,0.584865661,0.212559478,0.018986365,0.027226038,0.406970869,0.033565092,0.216401761,0.072988322,0.045172843,0.166184884,0,0,0,0,0,0,0.126395618,0.231481481,0.655415369,0.212626758,0,0.034788659,0,0,0,0,0,0,0,0,0,0,0,0
Sulfurovum,0,0,0,0.010692459,0.005500399,0,0,0.120358944,12.21710413,13.77357349,12.57208294,2.213148913,5.982038663,7.435705224,4.164019308,9.102498257,13.67814407,6.21250412,5.086663308,2.896640931,5.502715637,15.41895511,26.84391405,2.822343141,1.281457572,1.218709812,4.046895154,3.830279295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00363283,0,0.004441286,0,0,0.006116732,0.022280992,0.000256807,0.005435728,0.174368092,0.007846912,0.005669336,0.026362653,0.005689496,0.003582731,0.018829263,0.006321845,0,0.005937106,0,0,0.004784918,0,0,0,0,0,0.108367298,0.004264074,0,0.149371533,0.025374673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunxiuqinia,0.05965588,0.031391918,0,0,0.04400319,0,0.004072324,0,1.066277465,0.895814058,0.874708601,0.832969519,1.181637267,0.692922769,0.962532361,0.402619318,0.724057428,0.705416987,0.370340908,0.368648692,0.246171855,0.260409621,0.176743835,0.707514094,0.179708182,0.254209409,0.14203673,0.104661664,0.010200067,0.020724874,0.082927653,0.000774309,0.007741536,0.102179881,0.02318639,0.067094349,0.01666713,0.024509709,0,0,0,0,0,0,0,0,0,0,0,0.388662292,0.545612468,0.241215961,0.461020027,0.738171856,0.411248356,0.054928384,0.085748707,0.255556333,0.113078728,0.102704962,0.039873733,0.201245403,0.143479974,0.107527591,0.125406508,0.290600651,0.316402699,0.257100329,0.217349186,0.221903146,0.633624157,0.292137102,0.162071446,0.222797872,0.110864615,0.173990732,0.099480252,0.578619991,0.11212159,0.11925412,0,0,0,0,1.984126984,2.883827626,2.420673863,1.062240664,0,0,0,0,0,0,0,0,0,0,0,0,0
Sutterella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005268204,0,0,0,0.013235277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
